48,51,49,51,49,52,57,51
48,52,50,51,50,51,57,50
49,51,51,51,50,51,56,49
49,51,52,50,51,50,56,50
48,52,52,49,51,49,57,51
48,52,53,49,50,50,56,50
47,51,54,49,49,49,55,51
47,52,54,48,49,50,55,51
48,51,53,48,48,50,54,51
49,50,53,47,48,50,53,50
49,50,54,48,49,51,53,51
50,50,54,49,48,50,52,52
51,50,53,49,49,49,52,51
50,50,52,50,49,50,51,51
50,49,52,51,49,49,50,50
50,50,51,51,48,48,50,51
50,51,50,52,47,47,50,50
51,51,49,52,47,47,51,51
51,52,49,51,48,48,51,50
52,52,48,50,47,47,52,49
52,53,48,49,47,48,53,48
52,53,47,48,48,49,53,47
53,52,47,47,49,49,53,48
54,52,47,47,49,49,52,49
54,51,47,46,50,49,51,50
55,50,48,45,50,50,52,49
55,49,48,45,49,49,53,49
55,49,47,46,49,48,53,48
54,49,46,46,50,49,53,47
53,49,46,46,50,49,52,46
53,49,47,46,51,50,53,47
53,48,46,46,51,50,53,48
52,49,45,47,50,50,53,48
52,49,46,47,50,50,53,47
53,50,45,46,51,51,53,48
54,50,45,47,50,51,54,49
54,50,45,47,49,51,53,49
54,51,45,46,48,51,53,49
54,52,46,47,47,50,53,50
54,51,46,48,48,49,54,51
55,50,46,49,49,50,55,51
55,49,47,49,50,50,54,52
54,49,47,50,50,50,55,51
54,49,47,51,51,49,54,51
53,48,47,51,51,48,55,50
53,49,47,52,52,48,54,50
52,49,47,51,51,49,53,50
52,49,48,52,52,49,53,49
52,49,48,51,52,49,53,49
52,49,48,52,52,50,53,49
51,50,49,52,52,51,54,49
52,49,50,52,51,50,53,50
52,49,50,53,52,50,52,49
52,49,51,53,52,50,51,50
51,50,52,52,52,51,52,49
51,51,52,52,51,52,53,50
51,51,52,53,50,51,52,50
51,51,52,54,49,51,53,50
51,51,51,54,49,51,53,49
51,52,52,54,50,51,53,50
50,52,52,54,50,50,52,50
50,52,53,53,50,51,52,51
50,52,53,53,51,52,51,52
50,52,53,53,50,52,51,52
50,52,53,53,49,52,52,52
50,51,52,52,50,53,51,51
49,51,52,51,50,52,52,52
50,51,52,50,51,52,51,51
49,51,53,49,51,51,51,52
49,51,53,49,51,52,51,51
49,51,52,48,51,51,50,51
49,51,51,48,51,52,49,50
50,52,52,47,51,52,50,49
50,51,53,47,50,52,49,49
50,50,53,47,50,52,50,50
51,49,52,48,49,51,49,51
51,50,51,48,49,51,49,52
51,50,52,48,49,52,49,51
51,50,52,48,49,52,50,50
51,51,51,48,49,51,51,49
50,50,51,49,49,51,52,50
50,50,52,49,49,52,53,50
50,50,51,49,49,52,54,49
50,49,50,49,49,51,54,49
50,49,49,48,48,51,53,50
50,49,49,49,48,50,52,49
50,50,50,50,48,51,51,48
50,50,50,51,48,51,50,49
50,50,50,51,48,51,50,49
50,51,50,50,49,51,51,50
51,51,49,51,49,51,51,49
50,51,50,51,48,52,51,49
51,50,50,51,49,52,50,50
51,51,49,52,48,52,50,50
51,51,49,52,48,53,49,50
51,50,48,53,49,52,50,51
52,50,48,52,50,52,50,50
52,50,48,52,50,51,50,50
52,50,48,53,50,50,50,50
52,50,48,53,50,50,49,50
53,50,49,53,50,50,50,51
53,50,50,53,51,49,50,52
53,49,49,52,51,50,50,52
53,48,48,52,52,51,50,52
54,49,49,51,52,50,51,52
54,48,49,51,51,50,51,51
53,49,50,51,51,51,51,50
52,49,49,50,51,50,50,50
52,49,48,50,52,49,50,51
52,50,49,49,52,49,50,51
52,50,49,48,51,49,50,50
52,50,49,48,51,48,51,51
